OIP-_0WE8Wau3uPGRt8T3zom2AHaD4.jpeg,2232.0,3792.0,3917.0,2988.0,3670.0,4589.0,6886.0,8869.0,10590.0,8912.0,5488.0,841.0,72.0,30.0,54.0,70.0,1835.0,3539.0,3753.0,2680.0,3897.0,5483.0,5833.0,8873.0,3169.0,3682.0,7446.0,7180.0,4524.0,935.0,67.0,104.0,1479.0,3009.0,3192.0,3275.0,4683.0,9114.0,5760.0,3708.0,2676.0,2525.0,3442.0,7070.0,6718.0,4690.0,1461.0,198.0,
OIP-DifBGvXHIMOYW-hiyA0aBAHaGk.jpeg,128.0,912.0,2975.0,5746.0,8667.0,6682.0,4602.0,6281.0,6154.0,5251.0,4797.0,2681.0,1552.0,1177.0,634.0,4761.0,15.0,290.0,1670.0,4105.0,6842.0,6210.0,4164.0,3408.0,5357.0,7578.0,6926.0,6875.0,6234.0,2205.0,1046.0,75.0,58.0,755.0,2407.0,5617.0,7639.0,6302.0,3060.0,2461.0,6211.0,8852.0,4951.0,4200.0,4660.0,3481.0,2030.0,316.0,
ea35b20e29f5043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,963.0,2995.0,4850.0,5382.0,4817.0,3574.0,3197.0,2994.0,4031.0,5677.0,4284.0,3373.0,3370.0,3406.0,2232.0,7855.0,50.0,899.0,2009.0,3015.0,4157.0,4095.0,3502.0,2900.0,2945.0,3183.0,2913.0,3226.0,5094.0,10760.0,7623.0,6629.0,3.0,219.0,1103.0,1974.0,3243.0,4078.0,4443.0,4331.0,4006.0,2823.0,2658.0,4698.0,4645.0,4965.0,12866.0,6945.0,
OIP-xDNMDfAdG7DSnHcxPbB9WAHaGg.jpeg,5233.0,3251.0,6838.0,7378.0,3221.0,1437.0,1533.0,1751.0,1864.0,2006.0,2234.0,1637.0,977.0,374.0,480.0,22786.0,4736.0,2102.0,4436.0,8251.0,5423.0,1616.0,1291.0,1573.0,1815.0,1902.0,2033.0,2132.0,1555.0,771.0,433.0,22931.0,4532.0,1580.0,2649.0,4215.0,8354.0,4350.0,1341.0,1308.0,1655.0,1918.0,1913.0,2083.0,2146.0,1452.0,510.0,22994.0,
OIP-u_cMe1PYQTE6B2jp0FVf_AHaHa.jpeg,1670.0,3982.0,7710.0,6149.0,2921.0,1903.0,1171.0,765.0,623.0,542.0,366.0,353.0,232.0,148.0,331.0,34134.0,867.0,1938.0,5234.0,7334.0,5208.0,2529.0,1601.0,921.0,622.0,568.0,472.0,445.0,503.0,233.0,211.0,34314.0,577.0,1615.0,4144.0,7530.0,6106.0,2929.0,1740.0,934.0,630.0,552.0,486.0,416.0,538.0,273.0,215.0,34315.0,
OIP-fsaTdPlVDNEXmb3WyMYZTQHaFO.jpeg,96.0,287.0,2659.0,11991.0,16459.0,16106.0,10192.0,3595.0,1029.0,300.0,124.0,79.0,53.0,10.0,13.0,7.0,10.0,42.0,878.0,6503.0,10002.0,10915.0,8992.0,6141.0,5625.0,6479.0,5758.0,1256.0,154.0,103.0,90.0,52.0,8.0,29.0,1282.0,5655.0,7777.0,9346.0,8896.0,6531.0,4879.0,5838.0,7221.0,4296.0,921.0,110.0,108.0,103.0,
OIP-FaNe3wPYsHQS3BV6e3gy8wHaFa.jpeg,2430.0,8112.0,7347.0,3235.0,2566.0,1982.0,1654.0,1580.0,1652.0,2096.0,3169.0,7898.0,10892.0,6231.0,2088.0,68.0,2489.0,10231.0,6430.0,3191.0,2322.0,1735.0,1295.0,1001.0,1099.0,1602.0,2454.0,6940.0,11146.0,7096.0,3871.0,98.0,1366.0,8654.0,7558.0,4093.0,2703.0,1685.0,1165.0,1029.0,1047.0,1381.0,1858.0,2483.0,5421.0,15274.0,6857.0,426.0,
eb33b7092af6053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,281.0,818.0,817.0,1418.0,2263.0,3782.0,5654.0,5704.0,5034.0,4209.0,3214.0,3018.0,2247.0,2920.0,18835.0,2786.0,127.0,839.0,581.0,689.0,1170.0,2316.0,4449.0,6483.0,6895.0,5329.0,3905.0,22226.0,4703.0,1828.0,960.0,500.0,309.0,782.0,693.0,922.0,1675.0,2885.0,5140.0,6572.0,7261.0,19196.0,7828.0,2470.0,3177.0,2312.0,1140.0,638.0,
OIP-pzNSMyzRxzTgslEC8XVGHQHaE6.jpeg,899.0,3522.0,7442.0,6312.0,3656.0,2158.0,1825.0,2091.0,1841.0,1347.0,1499.0,1165.0,925.0,1148.0,3837.0,23333.0,469.0,1413.0,5715.0,5856.0,4814.0,3357.0,2182.0,1679.0,1174.0,1862.0,2703.0,1818.0,1241.0,1626.0,6697.0,20394.0,260.0,741.0,2601.0,5141.0,4584.0,4137.0,3597.0,2404.0,1649.0,1212.0,1937.0,2971.0,2334.0,2083.0,7872.0,19477.0,
OIP-Pz-TMKrJNfeZp0gba_8P_AHaFY.jpeg,364.0,2616.0,10423.0,17267.0,18436.0,11233.0,2070.0,291.0,97.0,49.0,33.0,33.0,30.0,33.0,21.0,4.0,11.0,133.0,1941.0,6382.0,9034.0,9050.0,6141.0,3840.0,2671.0,2431.0,10072.0,10236.0,955.0,48.0,31.0,24.0,11.0,229.0,2798.0,6319.0,7663.0,7876.0,5839.0,4311.0,2520.0,3360.0,9182.0,11142.0,1615.0,77.0,29.0,29.0,
